conm,conml,Year_Last,weburl,loc,tic
UNIQUE FABRICATING INC,Unique Fabricating Inc,2021,www.uniquefab.com,USA,UFAB
NEW RELIC INC,New Relic Inc,2021,www.newrelic.com,USA,NEWR
SOOUM CORP,SoOum Corp,2021,www.sooum.com,USA,SOUM
EMERG MKTS INTERNET & ECOMRC,Emerging Markets Internet & Ecommerce ETF,2021,emqqetf.com/,USA,EMQQ
COUNTY BANCORP INC,County Bancorp Inc,2021,www.investorscommunitybank.com,USA,ICBK
TRUEBLUE INC,TrueBlue Inc,2021,www.trueblue.com,USA,TBI
HISTOGENICS CORP,Histogenics Corp,2021,www.histogenics.com,USA,HSGX
JUNO THERAPEUTICS INC,Juno Therapeutics Inc,2021,www.junotherapeutics.com,USA,JUNO
BELLICUM PHARMACEUTICALS INC,Bellicum Pharmaceuticals Inc,2021,www.bellicum.com,USA,BLCM
HCA HEALTHCARE INC,HCA Healthcare Inc,2021,www.hcahealthcare.com,USA,HCA
CENTURY FINANCIAL CORP,Century Financial Corp,2021,www.centurybankandtrust.com,USA,CYFL
SMART SAND INC,Smart Sand Inc,2021,www.smartsand.com,USA,SND
MILLER/HOWARD HGH INCM EQ FD,Miller/Howard High Income Equity Fund,2021,www.mhinvest.com/hie/index.html,USA,HIE
NUVEEN GLOBAL HIGH INCOME FD,Nuveen Global High Income Fund,2021,www.nuveen.com,USA,JGH
SPDR MSCI ACWI CL PA AL ETF,SPDR MSCI ACWI Climate Paris Aligned ETF,2021,www.ssga.com,USA,NZAC
XILINX INC,Xilinx Inc.,2021,www.xilinx.com,USA,XLNX
SYMMETRY SURGICAL INC,Symmetry Surgical Inc,2021,www.symmetrysurgical.com,USA,SSRG
UTG INC,UTG Inc,2021,www.utgins.com,USA,UTGN
KLX INC,KLX Inc,2021,www.boeingdistribution.com,USA,KLXI
KRANESHARES BBG BA CHINA ETF,Kraneshares Bloomberg Barclays China Bond Inclusion Index ETF,2021,kraneshares.com/kcny/#,USA,KBND
MERION INC,Merion Inc,2021,www.merionus.com,USA,EWLU
VINE ENERGY INC,Vine Energy Inc,2021,www.vineenergy.com,USA,VEI
GENASYS INC,Genasys Inc,2021,genasys.com,USA,GNSS
ISHARES MSCI ACWI LOW CARBON,iShares MSCI ACWI Low Carbon Target ETF,2021,www.ishares.com,USA,CRBN
WISDOMTREE EMG MKT EX-STATE,WisdomTree Emerging Markets ex-State-Owned Enterprises Fund,2021,www.wisdomtree.com/etfs/equity/xsoe,USA,XSOE
TILRAY BRANDS INC,Tilray Brands Inc,2021,www.tilray.com,USA,TLRY
XTRACKERS MSCI EUROZN HGD EQ,Xtrackers MSCI Eurozone Hedged Equity ETF,2021,etf.dws.com,USA,DBEZ
CAMBRIA GLBL ASST ALLOCATION,Cambria Global Asset Allocation ETF,2021,www.cambriafunds.com/gaa,USA,GAA
BURZYNSKI RESEARCH INSTITUTE,Burzynski Research Institute Inc,2021,www.burzynskiclinic.com,USA,BZYR
CURO GROUP HLDGS CORP,CURO Group Holdings Corp,2021,www.curo.com,USA,CURO
PAR PACIFIC HOLDINGS INC,Par Pacific Holdings Inc,2021,www.parpacific.com,USA,PARR
URBAN EDGE PROPERTIES,Urban Edge Properties,2021,www.uedge.com,USA,UE
ARCTIC CAT INC,Arctic Cat Inc.,2021,www.arctic-cat.com,USA,ACAT
VIRTUS LIFESCI BIOT PROD ETF,Virtus LifeSci Biotech Products ETF,2021,www.virtus.com,USA,BBP
VIRTUS LISCI BIOTC CLCAL ETF,ETFis Series Trust I - Virtus LifeSci Biotech Clinical Trials ETF,2021,www.virtus.com,USA,BBC
MEDOVEX CORP,MEDOVEX Corp,2021,www.MedoveX.com,USA,MDVX
ALPHA ARCHI INTL QNT VAL ETF,Alpha Architect International Quantitative Value ETF,2021,etfsite.alphaarchitect.com/ival/,USA,IVAL
PATRIOT NATIONAL INC,Patriot National Inc,2021,www.ctsholdings.com,USA,PNTPQ
GOOD TIMES RESTAURANTS INC,Good Times Restaurants Inc,2021,www.goodtimesburgers.com,USA,GTIM
EAGLE CAPITAL GROWTH FUND,Eagle Capital Growth Fund Inc,2021,www.eaglecapitalgrowthfund.com,USA,GRF
GMS INC,GMS Inc,2021,www.gms.com,USA,GMS
PIERIS PHARMACEUTICALS INC,Pieris Pharmaceuticals Inc,2021,www.pieris.com,USA,PIRS
SUMMIT MATERIALS INC,Summit Materials Inc,2021,summit-materials.com,USA,SUM
POWERSHARES RUSS 1000 EQ WT,PowerShares ETF Trust II - PowerShares Russell 1000 Equal Weight Portfolio,2021,www.invesco.com,USA,EQAL
LANNETT CO INC,Lannett Co Inc.,2021,www.lannett.com,USA,LCI
EV BIOLOGICS INC,EV BIOLOGICS INC,2021,www.evbiologics.com,USA,YECO
ZOOMINFO TECHNO INC,ZoomInfo Technologies Inc,2021,www.zoominfo.com,USA,ZI
MINES MANAGEMENT INC,Mines Management Inc,2021,www.minesmanagement.com,USA,MGN
VISTA OUTDOOR INC,Vista Outdoor Inc,2021,vistaoutdoor.com,USA,VSTO
ENTELLUS MEDICAL INC,Entellus Medical Inc,2021,ent.stryker.com,USA,ENTL
EARTHSTONE ENERGY INC,Earthstone Energy Inc,2021,www.earthstoneenergy.com,USA,ESTE
SHAKE SHACK INC,Shake Shack Inc,2021,www.shakeshack.com,USA,SHAK
FLEX PHARMA INC,Flex Pharma Inc,2021,www.flex-pharma.com,USA,FLKS
EASTERLY GOVERNMENT PPTYS,Easterly Government Properties Inc,2021,www.easterlyreit.com,USA,DEA
ALPS MEDICAL BREAKTHROUGHS,ALPS Medical Breakthroughs ETF,2021,www.alpsfunds.com/products/etf/SBIO,USA,SBIO
TRACON PHARMACEUTICALS INC,TRACON Pharmaceuticals Inc,2021,www.traconpharma.com,USA,TCON
AVINGER INC,Avinger Inc,2021,avinger.com,USA,AVGR
PRINCETON CAPITAL CORP,Princeton Capital Corp,2021,www.princetoncapitalcorp.com,USA,PIAC
INOVALON HOLDINGS INC,Inovalon Holdings Inc,2021,www.inovalon.com,USA,INOV
SPARK THERAPEUTICS INC,Spark Therapeutics Inc,2021,www.sparktx.com,USA,ONCE
HTG MOLECULAR DIAGNOSTICS,HTG Molecular Diagnostics Inc,2021,www.htgmolecular.com,USA,HTGM
STOCK YARDS BANCORP INC,Stock Yards Bancorp Inc,2021,www.syb.com,USA,SYBT
PUREBASE CORP,PureBase Corp,2021,purebase.com,USA,PUBC
WINLAND HOLDINGS CORP,Winland Holdings Corp,2021,www.winland.com,USA,WELX
PATRIOT TRANSPORTATION HLDG,Patriot Transportation Holding Inc,2021,www.patriottrans.com,USA,PATI
BAXALTA INC,Baxalta Inc,2021,www.baxalta.com,USA,BXLT
CHEMOURS CO,Chemours Co (The),2021,www.chemours.com,USA,CC
TEL-INSTRUMENT ELECTRONICS,Tel Instruments Electronics Corp,2021,www.telinstrument.com,USA,TIKK
FRANKLY INC,Frankly Inc,2021,www.ir.franklyinc.com,USA,FRNKF
UQM TECHNOLOGIES INC,UQM Technologies Inc.,2021,www.uqm.com,USA,UQM
GRNTSHRS HIPS US HGH INC ETF,GraniteShares ETF Trust - GraniteShares HIPS US High Income ETF,2021,www.graniteshares.com,USA,HIPS
COMMAND SECURITY CORP,Command Security Corp,2021,www.commandsecurity.com,USA,MOC
JPMORGAN DIVR RET EMG MKT EQ,JPMorgan Diversified Return Emerging Markets Equity ETF,2021,am.jpmorgan.com,USA,JPEM
COHBAR INC,Cohbar Inc,2021,www.cohbar.com,USA,CWBR
TRIMBLE INC,Trimble Inc,2021,www.trimble.com,USA,TRMB
VERU INC,Veru Inc,2021,www.verupharma.com,USA,VERU
GREAT AJAX CORP,Great Ajax Corp,2021,www.greatajax.com,USA,AJX
CKX LANDS INC,CKX Lands Inc,2021,www.ckxlands.com,USA,CKX
INVITAE CORP,Invitae Corp,2021,www.invitae.com,USA,NVTA
ISHARES MSCI INTL QUALITY FA,iShares MSCI Intl Quality Factor ETF,2021,www.ishares.com,USA,IQLT
ISHARES EDGE MSCI INTL MMNTM,iShares Edge MSCI Intl Momentum Factor ETF,2021,www.ishares.com,USA,IMTM
AGFIQ HEDGED DIV INCOME FUND,AGFiQ Hedged Dividend Income Fund,2021,www.agfiq.com,USA,DIVA
ALPHA-EN CORP,Alpha-En Corp,2021,www.alpha-encorp.com,USA,ALPE
BELLEROPHON THERAPEUTICS INC,Bellerophon Therapeutics Inc,2021,bellerophon.com,USA,BLPH
OAKRIDGE HOLDINGS INC,Oakridge Holdings Inc,2021,www.oakridgeholdingsinc.com,USA,OKRGQ
RESERVE PETROLEUM CO,Reserve Petroleum Co,2021,www.reserve-petro.com,USA,RSRV
FIRST NORTHWEST BANCRP,First Northwest Bancorp,2021,www.ourfirstfed.com,USA,FNWB
BARINGTON/HILCO ACQ CORP,Barington/Hilco Acquisition Corp,2021,www.hilcoglobal.com,USA,BHAC.1
XENIA HOTELS & RESORTS INC,Xenia Hotels & Resorts Inc,2021,www.xeniareit.com,USA,XHR
IPSIDY INC,Ipsidy Inc,2021,authid.ai,USA,AUID
FIDELITY MSCI R E INDEX ETF,Fidelity Covington Trust - Fidelity MSCI Real Estate Index ETF,2021,advisor.fidelity.com,USA,FREL
PROSHARES S&P400 DIV ARISTO,Proshares Trust - ProShares S&P MidCap 400 Dividend Aristocrats ETF,2021,www.proshares.com/funds/regl.html,USA,REGL
PROSHARES RUSSELL2000 DIV GR,ProShares Russell 2000 Dividend Growers ETF,2021,www.delawarefunds.com,USA,SMDV
EXPONENT INC,Exponent Inc,2021,www.exponent.com,USA,EXPO
FAH MAI HOLDINGS GROUP INC,Fah Mai Holdings Group Inc,2021,www.fahmaiholdings.com,USA,FMHG
STEADYMED LTD,SteadyMed Ltd,2021,www.steadymed.com,USA,STDY
BLACKHAWK BANCORP INC,Blackhawk Bancorp Inc,2021,www.blackhawkbank.com,USA,BHWB
GODADDY INC,GoDaddy Inc,2021,www.godaddy.com,USA,GDDY
UNITI GROUP INC,Uniti Group Inc,2021,www.uniti.com,USA,UNIT
KRANESHARES FTSE EM MKT PLUS,KraneShares FTSE Emerging Markets Plus ETF,2021,kraneshares.com/kall/,USA,KALL
NATURALSHRIMP INC,NaturalShrimp Inc,2021,www.naturalshrimp.com,USA,SHMP
ENERGIZER HOLDINGS INC,Energizer Holdings Inc,2021,www.energizerholdings.com,USA,ENR
BENCHMARK ELECTRONICS INC,Benchmark Electronics Inc,2021,www.bench.com,USA,BHE
NEXPOINT RESIDENTIAL TR INC,NexPoint Residential Trust Inc,2021,www.nexpointliving.com,USA,NXRT
VALERITAS HOLDINGS INC,Valeritas Holdings Inc,2021,www.valeritas.com,USA,VLRXQ
FORTERRA INC,Forterra Inc,2021,www.forterrabp.com,USA,FRTA
ISHARES US HIGH DIV EQ INDX,iShares U.S. High Dividend Equity Index ETF,2021,www.blackrock.com,USA,XHU.
ISHARES ALL CNTY WLD EX CAN,iShares Core MSCI All Country World ex Canada Index ETF,2021,www.blackrock.com,USA,XAW.
ARCADIA BIOSCIENCES INC,Arcadia Biosciences Inc,2021,www.arcadiabio.com,USA,RKDA
ISHARES S&P US TOTL MKT ETF,iShares Core S&P U.S. Total Market Index ETF,2021,www.blackrock.com,USA,XUU.
ISHARES MSCI EAFE IMI CDN-HD,iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged),2021,www.blackrock.com,USA,XFH.
VIEWRAY INC,ViewRay Inc,2021,www.viewray.com,USA,VRAY
GENESIS HEALTHCARE INC,Genesis Healthcare Inc,2021,www.genesishcc.com,USA,GENN
ISHARES S&P US TTL MKT CD-HG,iShares Core S&P U.S. Total Market Index ETF (CAD-Hedged),2021,www.blackrock.com,USA,XUH.
MAINSOURCE FINL GROUP INC,MainSource Financial Group Inc,2021,www.bankatfirst.com,USA,MSFG
PACER PCFIC AFR HGH INCM ETF,Pacer Pacific Asset Floating Rate High Income ETF,2021,www.paceretfs.com,USA,FLRT
NATIONAL STORAGE AFFILIATES,National Storage Affiliates Trust,2021,www.nationalstorageaffiliates.com,USA,NSA
JERNIGAN CAPITAL INC,Jernigan Capital Inc,2021,www.nexpointstorage.com,USA,JCAP
SPDR DOUBLELINE TOT RET TACT,SSgA Active ETF Trust - SPDR DoubleLine Total Return Tactical ETF,2021,us.spdrs.com,USA,TOTL
INVESTMENT GRADE INFRASTR BD,Investment Grade Infrastructure Bond Fund,2021,www.fieracapital.com,USA,IFB.UN
BLUE BIRD CORP,Blue Bird Corp,2021,www.blue-bird.com,USA,BLBD
HARTFORD MULTI DEV MKT EX-US,Hartford Multifactor Developed Markets (ex-US) ETF,2021,www.hartfordfunds.com/etfs/rodm.html,USA,RODM
HARTFORD MULTI EMER MRKT ETF,Hartford Multifactor Emerging Markets ETF,2021,www.hartfordfunds.com/etfs/roam.html,USA,ROAM
HARTFORD MLT US EQTY ETF,Hartford Multifactor US Equity ETF,2021,www.hartfordfunds.com/etfs/rous.html,USA,ROUS
ISHARES U.S. FIXED INCOME BA,iShares U.S. Fixed Income Balanced Risk Factor ETF,2021,www.ishares.com,USA,FIBR
XTRACKERS J.P. MORGAN ESG US,Xtrackers J.P. Morgan ESG USD High Yield Corporate Bond ETF,2021,etf.dws.com,USA,ESHY
XTRACKERS BL US IT GD CR ESG,Xtrackers Bloomberg US Investment Grade Corporate ESG ETF,2021,etf.dws.com,USA,ESCR
XTRACKERS J.P. MORGAN ESG EM,Xtrackers J.P. Morgan ESG Emerging Markets Sovereign ETF,2021,etf.dws.com,USA,ESEB
BLACKROCK SHORT MATU MUN ETF,BlackRock Short Maturity Municipal Bond ETF,2021,www.ishares.com,USA,MEAR
RAINDANCE TECHNOLOGIES -REDH,RainDance Technologies Inc,2021,raindancetech.com,USA,RAIN.2
MATRIX SERVICE CO,Matrix Service Co,2021,www.matrixservicecompany.com,USA,MTRX
BARNES & NOBLE EDUCATION INC,Barnes & Noble Education Inc,2021,www.bned.com,USA,BNED
ORBITAL ATK INC,Orbital ATK Inc,2021,www.northropgrumman.com,USA,OA
ESCO TECHNOLOGIES INC,ESCO Technologies Inc.,2021,www.escotechnologies.com,USA,ESE
CABLE ONE INC,Cable One Inc,2021,www.cableone.biz,USA,CABO
INUVO INC,Inuvo Inc,2021,www.inuvo.com,USA,INUV
WISDOMTREE EUR HDG SMLCP EQ,WisdomTree Europe Hedged SmallCap Equity Fund,2021,www.wisdomtree.com/etfs/equity/eusc,USA,EUSC
ETSY INC,Etsy Inc,2021,www.etsy.com,USA,ETSY
OPGEN INC,OpGen Inc,2021,www.opgen.com,USA,OPGN
TOPBUILD CORP,TopBuild Corp,2021,www.topbuild.com,USA,BLD
PJT PARTNERS INC,PJT Partners Inc,2021,www.pjtpartners.com,USA,PJT
LUMENTUM HOLDINGS INC,Lumentum Holdings Inc,2021,www.lumentum.com,USA,LITE
ETHAN ALLEN INTERIORS INC,Ethan Allen Interiors Inc,2021,www.ethanallen.com,USA,ETD
TALLGRASS ENERGY GROUP LP,Tallgrass Energy GP LP,2021,www.tallgrassenergylp.com,USA,TGE
8POINT3 ENERGY PARTNERS LP,8point3 Energy Partners LP,2021,www.8point3energypartners.com,USA,CAFD
BIOLASE INC,Biolase Inc,2021,www.biolase.com,USA,BIOL
NATIONAL COMMERCE CORP,National Commerce Corp,2021,www.nationalbankofcommerce.com,USA,NCOM
ENVIVA INC,Enviva Inc,2021,www.envivabiomass.com,USA,EVA
XBIOTECH INC,XBiotech Inc,2021,www.xbiotech.com,USA,XBIT
ISHARES IBONDS DEC 2023 TRM,iShares iBonds Dec 2023 Term Corporate ETF,2021,www.ishares.com,USA,IBDO
ISHARES IBONDS DEC 2024 TRM,iShares iBonds Dec 2024 Term Corporate ETF,2021,www.ishares.com,USA,IBDP
ISHARES IBONDS DEC 2022 TRM,iShares iBonds Dec 2022 Term Corporate ETF,2021,www.ishares.com,USA,IBDN
ISHARES IBONDS DEC 2025 TRM,iShares iBonds Dec 2025 Term Corporate ETF,2021,www.ishares.com,USA,IBDQ
ADURO BIOTECH INC,Aduro BioTech Inc,2021,www.aduro.com,USA,ADRO
TYME TECHNOLOGIES INC,Tyme Technologies Inc,2021,www.tymeinc.com,USA,TYME
KEMPHARM INC,KemPharm Inc,2021,kempharm.com,USA,KMPH
GLOBAL X MSCI SUPERDIV EMERG,Global X MSCI SuperDividend Emerging Markets ETF,2021,www.globalxetfs.com/funds/sdem/,USA,SDEM
GLOBAL X SUPERDIV REIT ETF,Global X SuperDividend REIT ETF,2021,www.globalxetfs.com/funds/sret/,USA,SRET
GOLDMAN SACHS BDC INC,Goldman Sachs BDC Inc,2021,www.goldmansachsbdc.com,USA,GSBD
QNB CORP,Qnb Corp,2021,www.qnbbank.com,USA,QNBC
CIDARA THERAPEUTICS INC,Cidara Therapeutics Inc,2021,www.cidara.com,USA,CDTX
ZAIS GROUP HLDGS INC,ZAIS Group Holdings Inc,2021,www.zaisgroup.com,USA,ZAIS
ISHARES EXPNENTL TECHNOL ETF,iShares Exponential Technologies ETF,2021,www.ishares.com,USA,XT
NORTH STATE TELECOMMUN CORP,North State Telecommunication Corp,2021,www.northstate.net,USA,NORSA
IQ HEDGE EVENT-DRIVEN TRAKR,IQ Hedge Event-Driven Tracker ETF,2021,www.newyorklifeinvestments.com,USA,QED
IQ HEDGE LONG/SHORT TRACKER,IQ Hedge Long/Short Tracker ETF,2021,www.newyorklifeinvestments.com,USA,QLS
HARTFORD MULTI GLO SM CP ETF,Hartford Multifactor Global Small Cap ETF,2021,www.hartfordfunds.com/etfs/rosc.html,USA,ROSC
FUTURELAND CORP,FutureLand Corp,2021,www.futurelandcorp.com,USA,FUTL
UPD HOLDING CORP,UPD Holding Corp,2021,www.updholdings.com,USA,UPDC
BLUEPRINT MEDICINES CORP,Blueprint Medicines Corp,2021,www.blueprintmedicines.com,USA,BPMC
RITTER PHARMACEUTICALS INC,Ritter Pharmaceuticals Inc,2021,www.ritterpharmaceuticals.com,USA,RTTR
APIGEE CORP,Apigee Corp,2021,cloud.google.com/apigee/,USA,APIC
VIRTU FINANCIAL INC,VIRTU FINANCIAL INC,2021,www.virtu.com,USA,VIRT
BLACK STONE MINERALS LP,Black Stone Minerals LP,2021,www.blackstoneminerals.com,USA,BSM
NORTHRIM BANCORP INC,Northrim BanCorp Inc,2021,www.northrim.com,USA,NRIM
OPTIMIZERX CORP,OptimizeRX Corp,2021,www.optimizerx.com,USA,OPRX
LOUISVILLE GAS AND ELECTRIC,Louisville Gas And Electric,2021,lge-ku.com,USA,PPL6
BEMAX INC,Bemax Inc,2021,www.bemax.com,USA,BMXC
SPROTT JUNIOR GOLD MINRS ETF,ALPS ETF Trust Sprott Junior Gold Miners ETF,2021,www.sprottetfs.com,USA,SGDJ
COVANTA HOLDING CORP,Covanta Holding Corp,2021,www.covanta.com,USA,CVA
CODE REBEL CORP,Code Rebel Corp,2021,www.coderebel.com,USA,CDRBQ
MULTIVIR INC  -REDH,MultiVir Inc,2021,www.multivir.com,USA,MVIR
CATHAY GENERAL BANCORP,Cathay General Bancorp,2021,www.cathaygeneralbancorp.com,USA,CATY
CONSOL COAL RESOURCES LP,CONSOL Coal Resources LP,2021,www.ccrlp.com,USA,CCR
HORIZON GLOBAL CORP,Horizon Global Corp,2021,www.horizonglobal.com,USA,HZN
CERIDIAN HCM HOLDING,Ceridian HCM Holding Inc,2021,www.ceridian.com,USA,CDAY
DACOTAH BANKS INC,Dacotah Banks Inc,2021,www.dacotahbank.com,USA,DBIN
GELESIS INC  -REDH,Gelesis Inc,2021,www.gelesis.com,USA,GLSS
PROFESSIONAL HOLDING CORP,Professional Holding Corp,2021,www.myprobank.com,USA,PFHD
BAKER BOYER BANCORP,Baker Boyer Bancorp,2021,www.bakerboyer.com,USA,BBBK
COLLEGIUM PHARMACEUTICAL INC,Collegium Pharmaceutical Inc,2021,www.collegiumpharma.com,USA,COLL
COMMUNITY HEALTHCARE TRUST,Community Healthcare Trust Inc,2021,www.chct.reit,USA,CHCT
INFINITY ENERGY RESOURCES,Infinity Energy Resources,2021,www.amnoblegas.com,USA,IFNY
TROIKA MEDIA GROUP INC,Troika Media Group Inc,2021,www.thetmgrp.com,USA,TRKA
MILACRON HOLDINGS CORP,Milacron Holdings Corp,2021,www.milacron.com,USA,MCRN
HELIX BIOMEDIX INC,Helix Biomedix Inc,2021,www.helixbiomedix.com,USA,HXBM
INNOVATION ECONOMY CORP-REDH,Innovation Economy Corp,2021,www.iecrowd.com,USA,MYIE
HAYNES INTERNATIONAL INC,Haynes International Inc,2021,www.haynesintl.com,USA,HAYN
FLAHERTY & CRUMRINE PFD INCM,Flaherty & Crumrine Preferred Income Fund Inc.,2021,www.preferredincome.com/pfd.htm,USA,PFD
BOJANGLES' INC,Bojangles' Inc,2021,www.bojangles.com,USA,BOJA
INNO TR INNOVATOR IBD 50 ETF,Innovator ETFs Trust Innovator IBD 50 ETF,2021,www.innovatoretfs.com,USA,FFTY
INVESCO S&P 500 EXRT SLV ETF,Invesco Exchange-Traded Fund Trust II - Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF,2021,www.invesco.com,USA,XRLV
SANARA MEDTECH INC,Sanara Medtech Inc,2021,sanaramedtech.com,USA,SMTI
ATYR PHARMA INC,aTyr Pharma Inc,2021,www.atyrpharma.com,USA,LIFE
FENIX PARTS INC,Fenix Parts Inc,2021,www.fenixparts.com,USA,FENX
SPDR MSCI USA STRATEGICFACTR,SPDR MSCI USA StrategicFactors ETF,2021,us.spdrs.com,USA,QUS
DIREXION DLY CSI 300 CH A BU,Direxion Daily CSI 300 China A Share Bull 2X Shares,2021,www.direxion.com,USA,CHAU
LIGHTBEAM ELECTRIC CO  -REDH,LightBeam Electric Co,2021,www.lightbeamelectric.com,USA,LEC
ALPHAMARK ACTIVELY MGD SM CP,AlphaMark Actively Managed Small Cap ETF,2021,www.alphamarkadvisors.com/etf/,USA,SMCP
NUVEEN PA QUAL MUN INCM FD,Nuveen Pennsylvania Quality Municipal Income Fund,2021,www.nuveen.com,USA,NQP
GLOBAL X MSCI PAKISTAN ETF,Global X MSCI Pakistan ETF,2021,www.globalxetfs.com/funds/pak/,USA,PAK
SONIC CORP,Sonic Corp,2021,www.sonicdrivein.com,USA,SONC
GPM PETROLEUM LP -REDH,GPM Petroleum LP,2021,gpminvestments.com,USA,GPMP
INVUITY INC,Invuity Inc,2021,www.invuity.com,USA,IVTY
PAVMED INC,PAVmed Inc,2021,www.pavmed.com,USA,PAVM
COMMUNITY HEALTH SYSTEMS INC,Community Health Systems Inc,2021,www.chs.net,USA,CYH
CAREY WATERMARK INVESTORS,Carey Watermark Investors Inc,2021,www.watermarklodging.com,USA,CRYW
DORMAN PRODUCTS INC,Dorman Products Inc,2021,www.dormanproducts.com,USA,DORM
ISHARES MSCI USA MULTIFACTOR,iShares MSCI USA Multifactor ETF,2021,www.ishares.com,USA,LRGF
ISHARES EDGE MSCI MLT USA SM,iShares Edge MSCI Multifactor USA Small-Cap ETF,2021,www.ishares.com,USA,SMLF
ISHARES MSCI INTL SMALL-CAP,iShares MSCI Intl Small-Cap Multifactor ETF,2021,www.ishares.com,USA,ISCF
ISHARES MSCI GLOBAL MULTIFAC,iShares MSCI Global Multifactor ETF,2021,www.ishares.com,USA,ACWF
ISHARES EDGE MSCI MULTI INTL,iShares Edge MSCI Multifactor Intl ETF,2021,www.ishares.com,USA,INTF
U S GLOBAL JETS ETF,U.S. Global Jets ETF,2021,www.usglobaletfs.com/jets_fund.html,USA,JETS
ATMEL CORP,Atmel Corp,2021,www.atmel.com,USA,ATML
VIDLER WATER RESOURCES INC,Vidler Water Resources Inc,2021,vidlerwater.com,USA,VWTR
CRYO-CELL INTERNATIONAL INC,Cryo-Cell International Inc,2021,www.cryo-cell.com,USA,CCEL
PS BUSINESS PARKS,PS Business Parks Inc.,2021,www.psbusinessparks.com,USA,PSB
AUTOZONE INC,AutoZone Inc,2021,www.autozone.com,USA,AZO
ION GEOPHYSICAL CORP,ION Geophysical Corp,2021,www.iongeo.com,USA,IO
REGENERON PHARMACEUTICALS,Regeneron Pharmaceuticals Inc,2021,www.regeneron.com,USA,REGN
VIRACTA THERAPEUTICS INC,Viracta Therapeutics Inc,2021,www.viracta.com,USA,VIRX
EVOLENT HEALTH INC,Evolent Health Inc,2021,www.evolenthealth.com,USA,EVH
GANNETT CO INC -OLD,Gannett Co Inc -Old,2021,www.gannett.com,USA,GCI.1
COLUMBIA PIPELINE GROUP INC,Columbia Pipeline Group Inc,2021,www.cpg.com,USA,CPGX
WINGSTOP INC,Wingstop Inc,2021,www.wingstop.com,USA,WING
FITBIT INC,Fitbit Inc,2021,www.fitbit.com,USA,FIT
EXTERRAN CORP,Exterran Corp,2021,www.exterran.com,USA,EXTN
BABCOCK & WILCOX ENTERPRISES,Babcock & Wilcox Enterprises Inc,2021,www.babcock.com,USA,BW
GROW SOLUTIONS HLDGS INC,Grow Solutions Holdings Inc,2021,www.grsoinvest.com,USA,GRSO
SIO GENE THERAPIES INC,Sio Gene Therapies Inc,2021,www.siogtx.com,USA,SIOX
MINDBODY INC,MINDBODY Inc,2021,www.mindbodyonline.com,USA,MB
EMPIRE PETROLM PRTS LP -REDH,Empire Petroleum Partners LP,2021,www.empirepetroleum.com,USA,EPLP
UNITED AMERICAN HEALTHCARE,United American Healthcare Corp,2021,www.uahc.com,USA,UAHC
APPLE HOSPITALITY REIT INC,Apple Hospitality REIT Inc,2021,www.applehospitalityreit.com,USA,APLE
UNITED STATES STEEL CORP,United States Steel Corp,2021,www.ussteel.com,USA,X
ASTRIA THERAPEUTICS INC,Astria Therapeutics Inc,2021,www.astriatx.com,USA,ATXS
CORPORATE CAPITAL TR INC,Corporate Capital Trust Inc,2021,www.corporatecapitaltrust.com,USA,CCT
GLAUKOS CORP,Glaukos Corp,2021,www.glaukos.com,USA,GKOS
GLOBAL NET LEASE INC,Global Net Lease Inc,2021,www.globalnetlease.com,USA,GNL
ABRAXAS PETROLEUM CORP/NV,Abraxas Petroleum Corp.,2021,www.abraxaspetroleum.com,USA,AXAS
HAEMONETICS CORP,Haemonetics Corp,2021,www.haemonetics.com,USA,HAE
IONIS PHARMACEUTICALS INC,Ionis Pharmaceuticals Inc,2021,www.ionispharma.com,USA,IONS
APPFOLIO INC,AppFolio Inc,2021,www.appfolioinc.com,USA,APPF
GREEN PLAINS PARTNERS LP,Green Plains Partners LP,2021,www.greenplainspartners.com,USA,GPP
XACTLY CORP,Xactly Corp,2021,www.xactlycorp.com,USA,XTLY
OLLIE'S BARGAIN OUTLET HLDGS,Ollie's Bargain Outlet Holdings Inc,2021,www.ollies.us,USA,OLLI
VERTEX INC,Vertex Inc,2021,www.vertexinc.com,USA,VERX
CONFORMIS INC,Conformis Inc,2021,www.conformis.com,USA,CFMS
APEX GLOBAL BRANDS INC,Apex Global Brands Inc,2021,apexglobalbrands.com,USA,APEX
TAUTACHROME INC,Tautachrome Inc,2021,www.tautachrome.com,USA,TTCM
LIFETIME BRANDS INC,Lifetime Brands Inc,2021,www.lifetimebrands.com,USA,LCUT
PANERA BREAD CO,Panera Bread Co,2021,panerabread.com,USA,PNRA
DIREXION DLY S&P BIOTEC BU3X,Direxion Daily S&P Biotech Bull 3X Shares,2021,www.direxion.com,USA,LABU
DIREXION DLY S&P BIOTEC BE3X,Direxion Daily S&P Biotech Bear 3X Shares,2021,www.direxion.com,USA,LABD
DIREXION DL S&P OIL & GAS 2X,Direxion Daily S&P Oil & Gas Exp & Prod Bull 2X Shares,2021,www.direxion.com,USA,GUSH
DIREXION DY S&P OIL & GAS 2X,Direxion Shares ETF Trust - Direxion Daily S&P Oil & Gas Exp & Prod Bear 2X Shares,2021,www.direxion.com,USA,DRIP
SPINDLETOP OIL & GAS CO,Spindletop Oil & Gas Co,2021,www.spindletopoil.com,USA,SPND
