conm,conml,Year_Last,weburl,loc,tic
HYSTER-YALE MATERIALS HNDLNG,Hyster-Yale Materials Handling Inc,2019,www.hyster-yale.com,USA,HY
WESTLAKE CHEMICAL CORP,Westlake Chemical Corp,2019,www.westlake.com,USA,WLK
DIAMONDROCK HOSPITALITY CO,DiamondRock Hospitality Co,2019,www.drhc.com,USA,DRH
GFI GROUP INC,GFI Group Inc,2019,www.gfigroup.com,USA,GFIG
COFFEE HOLDING CO INC,Coffee Holding Co Inc,2019,coffeeholding.com,USA,JVA
EATON VANCE FLT RATE INCM TR,Eaton Vance Floating-Rate Income Trust,2019,funds.eatonvance.com,USA,EFT
FIRST TRUST ENERGY INCM & GR,First Trust Energy Income and Growth Fund,2019,www.ftportfolios.com,USA,FEN
AVIDBANK HOLDINGS INC,Avidbank Holdings Inc,2019,www.avidbank.com,USA,AVBH
MIRATI THERAPEUTICS INC,Mirati Therapeutics Inc,2019,www.mirati.com,USA,MRTX
SIGNATURE BANK/NY,Signature Bank,2019,www.signatureny.com,USA,SBNY
VIAD CORP,Viad Corp,2019,www.viad.com,USA,VVI
THIRD CENTURY BANCORP,Third Century Bancorp,2019,www.mymsb.bank,USA,TDCB
IKANOS COMMUNICATIONS INC,Ikanos Communications Inc,2019,www.ikanos.com,USA,IKAN
LOCAL CORP,Local Corp,2019,www.localcorporation.com,USA,LOCMQ
ISHARES MORNINGSTR VALUE ETF,iShares Morningstar Value ETF,2019,www.ishares.com,USA,ILCV
ISHARES MORNINGSTAR GRTH ETF,iShares Morningstar Growth ETF,2019,www.ishares.com,USA,ILCG
ISHARES MORNINGSTR US EQ ETF,iShares Morningstar US Equity ETF,2019,www.ishares.com,USA,ILCB
CYCLACEL PHARMACEUTICALS,Cyclacel Pharmaceuticals Inc,2019,www.cyclacel.com,USA,CYCC
MONOLITHIC POWER SYSTEMS INC,Monolithic Power Systems Inc,2019,www.monolithicpower.com,USA,MPWR
ENERSYS,EnerSys,2019,www.enersys.com,USA,ENS
FIRST SOUND BANK,First Sound Bank,2019,www.firstsoundbank.com,USA,FSWA
DREAMWORKS ANIMATION SKG INC,DreamWorks Animation SKG Inc,2019,www.dreamworksanimation.com,USA,DWA
ORMAT TECHNOLOGIES INC,Ormat Technologies Inc,2019,www.ormat.com,USA,ORA
GLOBAL FUTURE CITY HLDG INC,Global Future City Holding Inc,2019,www.gf.city,USA,FTCY
CLOUGH GBL DIV & INCOME FD,Clough Global Dividend and Income Fund,2019,www.cloughglobal.com,USA,GLV
MADISON CVD CALL & EQ STRTGY,Madison Covered Call & Equity Strategy Fund,2019,www.madisonfunds.com,USA,MCN
NUVEEN FLOATING RATE INCM OP,Nuveen Floating Rate Income Opportunity Fund,2019,www.nuveen.com,USA,JRO
CALAMOS ASSET MANAGEMENT INC,Calamos Asset Management Inc,2019,www.calamos.com,USA,CLMS
CUBESMART,CubeSmart,2019,www.cubesmart.com,USA,CUBE
DIGITAL REALTY TRUST INC,Digital Realty Trust Inc,2019,www.digitalrealty.com,USA,DLR
NANOVIRICIDES INC,NanoViricides Inc,2019,www.nanoviricides.com,USA,NNVC
KKR FINANCIAL HOLDINGS LLC,KKR Financial Holdings LLC,2019,www.kkrfinancial.com,USA,9470B
BIOMED REALTY TRUST INC,BioMed Realty Trust Inc,2019,www.biomedrealty.com,USA,BMR
BAYCOM CORP,BayCom Corp,2019,www.unitedbusinessbank.com,USA,BCML
MATTRESS FIRM HOLDING CORP,Mattress Firm Holding Corp,2019,www.mattressfirm.com,USA,MFRM.1
AMERICAN CAMPUS COMMUNITIES,American Campus Communities Inc,2019,www.americancampus.com,USA,ACC
BUILD-A-BEAR WORKSHOP INC,Build-A-Bear Workshop Inc,2019,www.buildabear.com,USA,BBW
TEARLAB CORP,TearLab Corp,2019,www.tearlab.com,USA,TEAR
COMSTOCK HOLDING COS INC,Comstock Holding Cos Inc,2019,www.comstockcompanies.com,USA,CHCI
ENERGY HOLDINGS INTL INC,Energy Holdings International Inc,2019,www.energyhii.com,USA,EGYH
ONE STEP VENDING CORP,One Step Vending Corp,2019,www.onestepvending.com,USA,KOSK
MACQUARIE INFRASTR HOLD LLC,Macquarie Infrastructure Holdings LLC,2019,www.micinc.com,USA,MIC
BLACKROCK FLTING RATE INC TR,BlackRock Floating Rate Income Trust,2019,www.blackrock.com,USA,BGT
FIRST TR ENHANCED EQUITY,First Trust Enhanced Equity Income Fund,2019,www.ftportfolios.com,USA,FFA
FREEDOM FINANCIAL HLDNGS INC,Freedom Financial Holdings Inc,2019,www.freedom.bank,USA,FDVA
BLUELINX HOLDINGS INC,BlueLinx Holdings Inc,2019,www.bluelinxco.com,USA,BXC
MANITEX INTERNATIONAL INC,Manitex International Inc,2019,www.manitexinternational.com,USA,MNTX
LAS VEGAS SANDS CORP,Las Vegas Sands Corp,2019,www.sands.com,USA,LVS
SOTHERLY HOTELS INC,Sotherly Hotels Inc,2019,www.sotherlyhotels.com,USA,SOHO
KEARNY FINANCIAL CORP,Kearny Financial Corp,2019,www.kearnybank.com,USA,KRNY
SPY INC,Spy Inc,2019,www.spyoptic.com,USA,XSPY
PRUDENTIAL BANCORP INC,Prudential Bancorp Inc,2019,www.psbanker.com,USA,PBIP
PACIFIC VALLEY BANCORP,Pacific Valley Bancorp,2019,www.pacificvalleybank.com,USA,PVBK
BANKFINANCIAL CORP,BankFinancial Corp,2019,www.bankfinancial.com,USA,BFIN
KAYNE ANDERSON MLP/MD INV CO,Kayne Anderson MLP/Midstream Investment Co,2019,www.kaynefunds.com/kyn/fact-sheet/,USA,KYN
ARES CAPITAL CORP,ARES CAPITAL CORPORATION,2019,www.arescapitalcorp.com,USA,ARCC
PB BANCORP INC,PB Bancorp Inc,2019,www.putnambank.com,USA,PBBI
HURON CONSULTING GROUP INC,Huron Consulting Group Inc,2019,www.huronconsultinggroup.com,USA,HURN
ISHARES CHINA LARGE-CAP ETF,iShares China Large-Cap ETF,2019,www.ishares.com,USA,FXI
ARC DOCUMENT SOLUTIONS INC,ARC Document Solutions Inc,2019,www.e-arc.com,USA,ARC
NUVEEN S&P 500 BUY-WRITE INC,Nuveen S&P 500 Buy-Write Income Fund,2019,www.nuveen.com,USA,BXMX
PIMCO INCOME STRATEGY FD II,PIMCO Income Strategy Fund II,2019,www.allianzinvestors.com,USA,PFN
WESTERN ASST VAR RT STRAT FD,Western Asset Variable Rate Strategic Fund Inc,2019,individualinvestor.myleggmason.com,USA,GFY
CONSOLIDATED COMM HLDGS INC,Consolidated Communications Holdings Inc,2019,www.consolidated.com,USA,CNSL
MOSAIC CO,Mosaic Company (The),2019,www.mosaicco.com,USA,MOS
CRYOPORT INC,Cryoport Inc,2019,www.cryoport.com,USA,CYRX
MEDICAL PROPERTIES TRUST,Medical Properties Trust Inc,2019,www.medicalpropertiestrust.com,USA,MPW
EATON VANCE ENHNCD EQ INC FD,Eaton Vance Enhanced Equity Income Fund,2019,funds.eatonvance.com,USA,EOI
OHA INVESTMENT CORP,OHA Investment Corp,2019,www.ohainvestmentcorporation.com,USA,OHAI
DIGITAL ALLY INC,Digital Ally Inc,2019,www.digitalallyinc.com,USA,DGLY
CELANESE CORP,Celanese Corp,2019,www.celanese.com,USA,CE
NEENAH INC,Neenah Inc,2019,www.neenah.com,USA,NP
FIRST INTERNET BANCORP,First Internet Bancorp,2019,www.firstinternetbancorp.com,USA,INBK
SOUTHERN CALIF BANCORP,Southern Calif Bancorp,2019,www.banksocal.com,USA,BCAL
FUSION TELECOMMUNICATIONS,Fusion Telecommunications International Inc,2019,www.fusionconnect.com,USA,FSNN.1
PRESTIGE CONSUMER HEALTHCARE,Prestige Consumer Healthcare Inc,2019,www.prestigebrands.com,USA,PBH
UNIVERSAL LOGISTICS HLDGS,Universal Logistics Holdings Inc,2019,www.universallogistics.com,USA,ULH
ATLANTIC POWER CORP,Atlantic Power Corp,2019,www.atlanticpower.com,USA,AT
SPDR GOLD TRUST,SPDR Gold Trust,2019,www.spdrgoldshares.com/usa/,USA,GLD
DOLBY LABORATORIES INC,Dolby Laboratories Inc,2019,www.dolby.com,USA,DLB
WEX INC,WEX Inc,2019,www.wexinc.com,USA,WEX
FIRST TR ABERDEEN GLBL OPP F,First Trust / Aberdeen Global Opportunity Income Fund,2019,www.ftportfolios.com,USA,FAM
XPEL INC,XPEL Inc,2019,www.xpel.com,USA,XPEL
HUNTSMAN CORP,Huntsman Corp,2019,www.huntsman.com,USA,HUN
LHC GROUP INC,LHC Group Inc,2019,www.lhcgroup.com,USA,LHCG
ALPHA NATURAL RESOURCES INC,Alpha Natural Resources Inc,2019,www.alphanr.com,USA,ANRZQ
EXLSERVICE HOLDINGS INC,ExlService Holdings Inc,2019,www.exlservice.com,USA,EXLS
AEMETIS INC,Aemetis Inc,2019,www.aemetis.com,USA,AMTX
HIGHPOINT RESOURCES CORP,HighPoint Resources Corp,2019,www.hpres.com,USA,HPR
VISANT CORP,Visant Corp,2019,www.visant.net,USA,0039A
OTELCO INC,Otelco Inc,2019,www.otelco.com,USA,OTEL
BROMPTON FL & CR E I G P ETF,Brompton Flaherty & Crumrine Enhanced Investment Grade Preferred ETF,2019,www.bromptongroup.com,USA,BEPR.
AXOS FINANCIAL INC,Axos Financial Inc.,2019,axosfinancial.com,USA,AX
BLACKROCK ENERGY AND RES TR,BlackRock Energy and Resources Trust,2019,www.blackrock.com,USA,BGR
FIDUCIARY/CLAYMR EGY INFR FD,Fiduciary/Claymore Energy Infrastructure Fund,2019,www.guggenheiminvestments.com,USA,FMO
SUNESIS PHARMACEUTICALS INC,Sunesis Pharmaceuticals Inc,2019,www.sunesis.com,USA,SNSS
NOVELIS INC,Novelis Inc,2019,www.novelis.com,USA,HND1
VERIFONE SYSTEMS INC,Verifone Systems Inc,2019,www.verifone.com,USA,PAY.4
TRILLIUM THERAPEUTICS INC,Trillium Therapeutics Inc,2019,trilliumtherapeutics.com,USA,TRIL
FREIGHTCAR AMERICA INC,FreightCar America Inc,2019,www.freightcaramerica.com,USA,RAIL
ALION SCIENCE AND TECHNOLOGY,Alion Science and Technology Corp,2019,www.alionscience.com,USA,0712B
XENOPORT INC,XenoPort Inc,2019,www.xenoport.com,USA,XNPT
HOME FEDERAL BANCORP INC/LA,Home Federal Bancorp/LA,2019,www.hfb.bank,USA,HFBL
U S PRECIOUS METALS INC/DE,U S Precious Metals Inc/DE,2019,www.uspr-holdings.com,USA,USPR
ICPW LIQUIDATION CORPORATION,Icpw Liquidation Corporation,2019,www.ironclad.com,USA,ICPWQ
EATON VANCE ENHNCD EQ INC II,Eaton Vance Enhanced Equity Income Fund II,2019,funds.eatonvance.com,USA,EOS
ISHARES GOLD TRUST,iShares Gold Trust,2019,www.ishares.com,USA,IAU
CORE MARK HOLDING CO INC,Core Mark Holding Co Inc,2019,www.core-mark.com,USA,CORE
DEXCOM INC,DexCom Inc,2018,www.dexcom.com,USA,DXCM
MEDICINOVA INC,Medicinova Inc,2018,www.medicinova.com,USA,MNOV
CRESTWOOD EQUITY PARTNERS LP,Crestwood Equity Partners LP,2018,www.crestwoodlp.com,USA,CEQP
SILICON GRAPHICS INTL CORP,Silicon Graphics International Corp,2018,www.sgi.com,USA,SGI
RADIANT LOGISTICS INC,Radiant Logistics Inc,2018,radiantdelivers.com,USA,RLGT
ACRES COMMERCIAL REALTY CORP,ACRES Commercial Realty Corp,2018,www.acresreit.com,USA,ACR
TRIANGLE PETROLEUM CORP,Triangle Petroleum Corp,2018,www.trianglepetroleum.com,USA,TPLMQ
ZUMIEZ INC,Zumiez Inc,2018,www.zumiez.com,USA,ZUMZ
MOBILESMITH INC,MobileSmith Inc,2018,www.mobilesmith.com,USA,MOST
EATON VANCE SHORT DRTN DIV,Eaton Vance Short Duration Diversified Income Fund,2018,funds.eatonvance.com,USA,EVG
BUILDERS FIRSTSOURCE,Builders FirstSource Inc,2018,www.bldr.com,USA,BLDR
CITI TRENDS INC,Citi Trends Inc,2018,www.cititrends.com,USA,CTRN
KENTUCKY FIRST FEDERAL BNCRP,Kentucky First Federal Bancorp,2018,ffsbky.bank,USA,KFFB
KOPPERS HOLDINGS INC,Koppers Holdings Inc,2018,www.koppers.com,USA,KOP
WARNER MUSIC GROUP CORP,Warner Music Group Corp,2018,www.wmg.com,USA,WMG
AFFINIA GROUP INTRMDT HLDGS,Affinia Group Intermediate Holdings Inc,2018,www.affiniagroup.com,USA,0156A
HORIZON LINES INC,Horizon Lines Inc,2018,www.horizonlines.com,USA,HRZL
TRANSMONTAIGNE PARTNERS LP,TransMontaigne Partners LP,2018,www.transmontaignepartners.com,USA,TLP
ALTO INGREDIENTS INC,Alto Ingredients Inc,2018,www.altoingredients.com,USA,ALTO
CAMBER ENERGY INC,Camber Energy Inc,2018,www.camber.energy,USA,CEI
TEXCOM INC,Texcom Inc,2018,www.texcomresources.com,USA,TEXC
INTERCONTINENTAL EXCHANGE,Intercontinental Exchange Inc,2018,www.ice.com,USA,ICE
VOYA GLB EQ DIV AND PREM OPP,Voya Global Equity Dividend and Premium Opportunity Fund,2018,investments.voya.com,USA,IGD
GAMCO GLOBAL GOLD NTRL RES,GAMCO Global Gold Natural Resources & Income Trust,2018,www.gabelli.com,USA,GGN
BLACKROCK HEALTH SCIENCES TR,BlackRock Health Sciences Trust,2018,www.blackrock.com,USA,BME
DIAMOND FOODS INC,Diamond Foods Inc,2018,diamondnuts.com,USA,DMND
NEUSTAR INC,NeuStar Inc,2018,www.home.neustar,USA,NSR
VANGUARD FTSE PACIFIC ETF,Vanguard FTSE Pacific ETF,2018,advisors.vanguard.com,USA,VPL
VANGUARD FTSE EMRG MKTS ETF,Vanguard FTSE Emerging Markets ETF,2018,advisors.vanguard.com,USA,VWO
OTTAWA BANCORP INC,Ottawa Bancorp Inc,2018,www.ottawasavings.com,USA,OTTW
LINCOLN EDUCATIONAL SERVICES,Lincoln Educational Services Corp,2018,www.lincolntech.edu,USA,LINC
ITC HOLDINGS CORP,ITC Holdings Corp,2018,www.itc-holdings.com,USA,ITC1
EVERI HOLDINGS INC,Everi Holdings Inc,2018,www.everi.com,USA,EVRI
CIFC LLC,CIFC LLC,2018,www.cifc.com,USA,CIFC
EAGLE BULK SHIPPING INC,Eagle Bulk Shipping Inc,2018,www.eagleships.com,USA,EGLE
STUDENT TRANSPORTATION INC,Student Transportation Inc,2018,www.ridesta.com,USA,STB
INVESCO BLDRS EMERGING MRKT,Invesco BLDRS Emerging Markets 50 ADR Index Fund,2018,www.invesco.com,USA,ADRE
COOPER-STANDARD HOLDINGS INC,Cooper-Standard Holdings Inc,2018,www.cooperstandard.com,USA,CPS
GTT COMMUNICATIONS INC,GTT Communications Inc,2018,www.gtt.net,USA,GTTNQ
EATON VANCE TX-MGD BUY-WRITE,Eaton Vance Tax-Managed Buy-Write Income Fund,2018,funds.eatonvance.com,USA,ETB
NET ELEMENT INC,Net Element Inc,2018,www.netelement.com,USA,NETE
ZION OIL & GAS INC,Zion Oil & Gas Inc,2018,www.zionoil.com,USA,ZNOG
NUVEEN DOW 30SM DYN OVRWRITE,Nuveen Dow 30SM Dynamic Overwrite Fund,2018,www.nuveen.com,USA,DIAX
MOBIQUITY TECHNOLOGIES INC,Mobiquity Technologies Inc,2018,mobiquitytechnologies.com,USA,MOBQ
CV HOLDINGS INC,CV Holdings Inc,2018,www.cvhldgs.com,USA,CVHL
PIKE CORP,Pike Corp,2018,www.pike.com,USA,PIKE
FRANKLIN STREET PROPERTIES,Franklin Street Properties Corp,2018,www.fspreit.com,USA,FSP
ORCHIDS PAPER PRODUCTS,Orchids Paper Products Co,2018,www.orchidspaper.com,USA,TISUQ
ATRICURE INC,AtriCure Inc,2018,www.atricure.com,USA,ATRC
RUTHS HOSPITALITY GROUP INC,Ruth's Hospitality Group Inc,2018,www.rhgi.com,USA,RUTH
INVESCO S&P 500 TOP 50 ETF,INVESCO S&P 500 TOP 50 ETF,2018,www.invesco.com,USA,XLG
WEB.COM GROUP INC,Web.com Group Inc,2018,www.web.com,USA,WEB
WESTERN ALLIANCE BANCORP,Western Alliance Bancorporation,2018,www.westernalliancebancorporation.com,USA,WAL
WILLIAMS PARTNERS LP,Williams Partners LP,2018,investor.williams.com,USA,WPZ
GENCO SHIPPING & TRADING,Genco Shipping & Trading Ltd,2018,www.gencoshipping.com,USA,GNK
REXAHN PHARMACEUTICALS INC,Rexahn Pharmaceuticals Inc,2018,www.rexahn.com,USA,REXN
GLOBAL PARTNERS LP,Global Partners LP,2018,www.globalp.com,USA,GLP
CF INDUSTRIES HOLDINGS INC,CF Industries Holdings Inc,2018,www.cfindustries.com,USA,CF
DRESSER-RAND GROUP INC,Dresser-Rand Group Inc,2018,www.dresser-rand.com,USA,DRC
COLUMBIA PROPERTY TRUST INC,Columbia Property Trust Inc,2018,www.columbia.reit,USA,CXP
CYTOSORBENTS CORP,Cytosorbents Corp,2018,www.cytosorbents.com,USA,CTSO
TREEHOUSE FOODS INC,TreeHouse Foods Inc,2018,www.treehousefoods.com,USA,THS
FIRST TRUST MORTGAGE INCM FD,First Trust Mortgage Income Fund,2018,www.ftportfolios.com,USA,FMY
BLACKROCK ENHANCED GL DVD TR,BlackRock Enhanced Global Dividend Trust,2018,www.blackrock.com,USA,BOE
PIMCO GLBL STOCKSPLUS & INCM,PIMCO Global StocksPLUS & Income Fund,2018,investments.pimco.com,USA,PGP
API TECHNOLOGIES CORP,API Technologies Corp,2018,www.apitech.com,USA,ATNY
LINN ENERGY INC,Linn Energy Inc,2018,www.linnenergy.com,USA,LNGG
OMEGA FLEX INC,Omega Flex Inc,2018,www.omegaflexcorp.com,USA,OFLX
RETAIL PPTYS OF AMERICA INC,Retail Properties of America Inc,2018,www.rpai.com,USA,RPAI
GLADSTONE INVESTMENT CORP/DE,Gladstone Investment Corporation,2018,www.gladstoneinvestment.com,USA,GAIN
INVESCO DYNAMIC SEMICNDC ETF,Invesco Dynamic Semiconductors ETF,2018,www.invesco.com,USA,PSI
INVESCO DYNAMIC SOFTWARE ETF,Invesco Dynamic Software ETF,2018,www.invesco.com,USA,PSJ
INVESCO DYNAMC FOOD & BV ETF,Invesco Dynamic Food & Beverage ETF,2018,www.invesco.com,USA,PBJ
INVESCO DYNAMC LER & ENT ETF,Invesco Dynamic Leisure and Entertainment ETF,2018,www.invesco.com,USA,PEJ
INVESCO DYNAMIC MEDIA ETF,Invesco Dynamic Media ETF,2018,www.invesco.com,USA,PBS
INVESCO DYNAMIC NETWRKNG ETF,Invesco Dynamic Networking ETF,2018,www.invesco.com,USA,PXQ
INVESCO DYNAMIC PHARMACL ETF,Invesco Dynamic Pharmaceuticals ETF,2018,www.invesco.com,USA,PJP
INVESCO DYNMC BIOT & GEN ETF,Invesco Dynamic Biotech & Genome ETF,2018,www.invesco.com,USA,PBE
EATON VANCE TX MNGD OPPTY FD,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,2018,funds.eatonvance.com,USA,ETV
JAMBA INC,Jamba Inc,2018,www.jambajuice.com,USA,JMBA
MEDIVATION INC,Medivation Inc,2018,www.medivation.com,USA,MDVN
AMC ENTERTAINMENT INC,AMC Entertainment Inc.,2018,www.amctheatres.com,USA,0071A
LIBERATOR MEDICAL HLDGS INC,Liberator Medical Holdings Inc,2018,www.liberatormedical.com,USA,LBMH
CHANTICLEER HOLDINGS INC,Chanticleer Holdings Inc,2018,www.chanticleerholdings.com,USA,BURG
KONA GRILL INC,Kona Grill Inc,2018,www.konagrill.com,USA,KONA
STRATA SKIN SCIENCES INC,STRATA Skin Sciences Inc,2018,www.strataskinsciences.com,USA,SSKN
WARNER BROS DISCOVERY INC,Warner Bros. Discovery Inc,2018,corporate.discovery.com,USA,WBD
TRONOX HOLDINGS PLC,Tronox Holdings plc,2018,www.tronox.com,USA,TROX
INVESTORS BANCORP INC,Investors Bancorp Inc,2018,www.investorsbank.com,USA,ISBC
WATERSTONE FINANCIAL INC,Waterstone Financial Inc,2018,www.wsbonline.com,USA,WSBF
FIRST SECURITY GROUP INC,First Security Group Inc,2018,www.fsgbank.com,USA,FSGI
OP BANCORP,OP Bancorp,2018,www.myopenbank.com,USA,OPBK
CLEARTRONIC INC,Cleartronic Inc,2018,www.cleartronic.com,USA,CLRI
BOULDER BRANDS INC,Boulder Brands Inc,2018,www.boulderbrands.com,USA,BDBD
VIRTUALSCOPICS INC,VirtualScopics Inc,2018,www.virtualscopics.com,USA,VSCP
IROBOT CORP,iRobot Corp,2018,www.irobot.com,USA,IRBT
DEALERTRACK TECHNOLOGIES INC,Dealertrack Technologies Inc,2018,www.dealertrack.com,USA,TRAK
NCI INC,NCI Inc,2018,www.nciinc.com,USA,NCIT
SPIRIT AEROSYSTEMS HOLDINGS,Spirit Aerosystems Holdings Inc,2018,www.spiritaero.com,USA,SPR
ACCO BRANDS CORP,ACCO Brands Corp,2018,www.accobrands.com,USA,ACCO
ADVAXIS INC,Advaxis Inc,2018,www.advaxis.com,USA,ADXS
RBC BEARINGS INC,RBC Bearings Inc,2018,www.rbcbearings.com,USA,ROLL
AMERISAFE INC,AMERISAFE Inc,2018,www.amerisafe.com,USA,AMSF
TOWN SPORTS INTL HOLDINGS,Town Sports International Holdings Inc,2018,www.townsportsinternational.com,USA,CLUBQ
GENOMIC HEALTH INC,Genomic Health Inc,2018,www.genomichealth.com,USA,GHDX
NXSTAGE MEDICAL INC,NxStage Medical Inc,2018,www.nxstage.com,USA,NXTM
HOME BANCSHARES INC,Home Bancshares Inc,2018,www.homebancshares.com,USA,HOMB
VANGUARD REAL ESTATE ETF,Vanguard Real Estate ETF,2018,advisors.vanguard.com,USA,VNQ
BROOKDALE SENIOR LIVING INC,Brookdale Senior Living Inc,2018,www.brookdale.com,USA,BKD
CLEAR CHANNEL OUTDOOR HLDGS,Clear Channel Outdoor Holdings Inc,2018,www.clearchanneloutdoor.com,USA,CCO
CYNOSURE INC,Cynosure Inc,2018,www.cynosure.com,USA,CYNO
BLACKROCK ENHNCD EQTY DIV TR,BlackRock Enhanced Equity Dividend Trust,2018,www.blackrock.com,USA,BDJ
MACQUARIE GLBL INFRA TTL RTN,Macquarie Global Infrastructure Total Return Fund Inc,2018,www.macquarie.com/mgu/index.htm,USA,MGU
AMERIPRISE FINANCIAL INC,Ameriprise Financial Inc,2018,www.ameriprise.com,USA,AMP
CYTODYN INC,CytoDyn Inc,2018,www.cytodyn.com,USA,CYDY
MAINSTREET BANCSHARES INC,MainStreet Bancshares Inc,2018,www.mstreetbank.com,USA,MNSB
CROCS INC,Crocs Inc,2018,www.crocs.com,USA,CROX
BOARDWALK PIPELINE PRTNRS-LP,Boardwalk Pipeline Partners LP,2018,www.bwpipelines.com,USA,BWP
LEDYARD FINANCIAL GROUP INC,Ledyard Financial Group Inc,2018,www.ledyardbank.com,USA,LFGP
SUNPOWER CORP,SunPower Corp,2018,us.sunpower.com,USA,SPWR
UNDER ARMOUR INC,Under Armour Inc,2018,www.underarmour.com,USA,UAA
DOVER SADDLERY INC,Dover Saddlery Inc,2018,www.doversaddlery.com,USA,DOVR
LEIDOS HOLDINGS INC,Leidos Holdings Inc,2018,www.leidos.com,USA,LDOS
SYNUTRA INTERNATIONAL INC,Synutra International Inc,2018,www.synutra.com,USA,SYUT
INVESCO INTL DIV ACHIEVR ETF,Invesco International Dividend Achievers ETF,2018,www.invesco.com,USA,PID
INVESCO DIVIDEND ACHIVRS ETF,Invesco Exchange-Traded Fund Trust Invesco Dividend Achievers ETF,2018,www.invesco.com,USA,PFM
PSM HOLDINGS INC,PSM Holdings Inc,2018,www.psmholdings.com,USA,PSMH
AFFINION GROUP INC,Affinion Group Inc,2018,www.affinion.com,USA,0167A
SYNERGETICS USA INC,Synergetics USA Inc,2018,www.synergeticsusa.com,USA,SURG.2
CORENERGY INFRASTRUCTURE TR,CorEnergy Infrastructure Trust Inc,2018,corenergy.reit,USA,CORR
ALAUNOS THERAPEUTICS INC,Alaunos Therapeutics Inc,2018,www.alaunos.com,USA,TCRT
EATON VANCE TX-MGD GLBL B-W,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,2018,funds.eatonvance.com,USA,ETW
VANGUARD UTILITIES ETF,Vanguard Utilities ETF,2018,advisors.vanguard.com,USA,VPU
VANGUARD ENERGY ETF,Vanguard Energy ETF,2018,advisors.vanguard.com,USA,VDE
VANGUARD INDUSTRIALS ETF,Vanguard Industrials ETF,2018,advisors.vanguard.com,USA,VIS
VANGUARD COMMUNICATION SERVI,Vanguard Communication Services ETF,2018,advisors.vanguard.com,USA,VOX
VANGUARD FTSE EUROPE ETF,Vanguard FTSE Europe ETF,2018,advisors.vanguard.com,USA,VGK
VANGUARD CONSUMER STAPLS ETF,Vanguard Consumer Staples ETF,2018,advisors.vanguard.com,USA,VDC
VANGUARD FINANCIALS ETF,Vanguard Financials ETF,2018,advisors.vanguard.com,USA,VFH
VANGUARD HEALTH CARE ETF,Vanguard Health Care ETF,2018,advisors.vanguard.com,USA,VHT
VANGUARD INFORMTION TECH ETF,Vanguard Information Technology ETF,2018,advisors.vanguard.com,USA,VGT
VANGUARD MATERIALS ETF,Vanguard Materials ETF,2018,advisors.vanguard.com,USA,VAW
FIRST TR DJS MICROCAP INDEX,First Trust Dow Jones Select MicroCap Index Fund,2018,www.ftportfolios.com,USA,FDM
FIDELITY NATL FINL FNF GROUP,Fidelity National Financial Inc FNF Group,2018,www.fnf.com,USA,FNF
BRADMER PHARMACEUTICALS INC,Bradmer Pharmaceuticals Inc,2018,www.galaxydigital.io,USA,BRPHF.1
FIRST BUSINESS FINL SRV INC,First Business Financial Services Inc,2018,www.firstbusiness.com,USA,FBIZ
AMERICAN RAILCAR INDS INC,American Railcar Industries Inc,2018,www.americanrailcar.com,USA,ARII
INVESCO EXCH DWA UTILTS MMTM,Invesco Exchange-Traded Fund Trust Invesco DWA Utilities Momentum ETF,2018,www.invesco.com,USA,PUI
INVESCO DYNAMC OIL & GAS ETF,Dynamic Oil & Gas Services Portfolio,2018,www.invesco.com,USA,PXJ
INVESCO DYNMC EG EX & PD ETF,PowerShares Dynamic Energy Exploration & Production Portfolio,2018,www.invesco.com,USA,PXE
INVESCO DYNAMIC BD & CON ETF,Invesco Dynamic Building & Construction ETF,2018,www.invesco.com,USA,PKB
INVS AEROSPACE & DEFENSE ETF,Invesco Aerospace & Defense ETF,2018,www.invesco.com,USA,PPA
CALAMOS GLOBAL TOTAL RETURN,Calamos Global Total Return Fund,2018,www.calamos.com,USA,CGO
BLACKROCK ENHNCD GOVT FD INC,BlackRock Enhanced Government Fund Inc,2018,www.blackrock.com,USA,EGF
VOYA GLOBAL ADV AND PREM OPP,Voya Global Advantage and Premium Opportunity Fund,2018,investments.voya.com,USA,IGA
DEBT RESOLVE INC,Debt Resolve Inc,2018,www.debtresolve.com,USA,DRSV
MAGYAR BANCORP INC,Magyar Bancorp Inc,2018,www.magbank.com,USA,MGYR
DCP MIDSTREAM LP,DCP Midstream LP,2018,www.dcpmidstream.com,USA,DCP
EQUITABLE FINANCIAL CORP,Equitable Financial Corp,2018,www.equitableonline.com,USA,EQFN
CHAPARRAL ENERGY INC,Chaparral Energy Inc,2018,www.chaparralenergy.com,USA,CHAPQ
BIO-PATH HOLDINGS INC,Bio-Path Holdings Inc,2018,www.biopathholdings.com,USA,BPTH
SPDR S&P DIVIDEND ETF,SPDR S&P Dividend ETF,2018,us.spdrs.com,USA,SDY
SPDR S&P CAPITAL MARKETS ETF,SPDR S&P Capital Markets ETF,2018,us.spdrs.com,USA,KCE
SPDR S&P INSURANCE ETF,SPDR S&P Insurance ETF,2018,us.spdrs.com,USA,KIE
SPDR S&P BANK ETF,SPDR S&P Bank ETF,2018,us.spdrs.com,USA,KBE
